Geographic Area,City,Median Income
TX,Meadows Place,88646
TX,Medina CDP,27520
TX,Megargel town,51136
TX,Melissa,116944
TX,Melvin town,32500
TX,Memphis,30371
TX,Menard,32438
TX,Mentone CDP,(X)
TX,Mercedes,29945
TX,Meridian,35188
TX,Merkel town,34460
TX,Mertens town,30750
TX,Mertzon,52303
TX,Mesquite,49604
TX,Mesquite CDP,(X)
TX,Mexia,30857
TX,Miami,55000
TX,Midland,69173
TX,Midlothian,74881
TX,Midway,53750
TX,Midway North CDP,26389
TX,Midway South CDP,30481
TX,Miguel Barrera CDP,45365
TX,Mikes CDP,34479
TX,Mila Doce CDP,23716
TX,Milam CDP,30493
TX,Milano,28194
TX,Mildred town,52083
TX,Miles,48333
TX,Milford town,48393
TX,Miller's Cove town,23750
TX,Millican town,62813
TX,Millsap town,57679
TX,Mineola,41724
TX,Mineral Wells,33125
TX,Mingus,31071
TX,Mi Ranchito Estate CDP,-
TX,Mirando CDP,27188
TX,Mission,41818
TX,Mission Bend CDP,60135
TX,Missouri,87955
TX,Mobeetie,43889
TX,Mobile,26875
TX,Monahans,50389
TX,Montague CDP,45000
TX,Mont Belvieu,105125
TX,Monte Alto CDP,23611
TX,Montgomery,48125
TX,Moody,38182
TX,Moore CDP,(X)
TX,Moore Station,24375
TX,Moraida CDP,-
TX,Morales-Sanchez CDP,-
TX,Moran,38056
TX,Morgan,35833
TX,Morgan Farm CDP,61316
TX,Morgan's Point,76250
TX,Morgan's Point Resort,66299
TX,Morning Glory CDP,28026
TX,Morse CDP,65000
TX,Morton,29563
TX,Moulton town,47917
TX,Mountain,113125
TX,Mount Calm,44000
TX,Mount Enterprise,36731
TX,Mount Pleasant,38903
TX,Mount Vernon town,35781
TX,Muenster,59667
TX,Muleshoe,35619
TX,Mullin town,23750
TX,Munday,33850
TX,Muniz CDP,33715
TX,Murchison,38750
TX,Murillo CDP,36293
TX,Murphy,115387
TX,Mustang town,-
TX,Mustang Ridge,51917
TX,Myrtle Springs CDP,38109
TX,Nacogdoches,32357
TX,Naples,27609
TX,Narciso Pena CDP,-
TX,Nash,40588
TX,Nassau Bay,67905
TX,Natalia,31650
TX,Navarro town,50750
TX,Navasota,45650
TX,Nazareth,56875
TX,Nederland,57260
TX,Needville,55385
TX,Nesbitt town,(X)
TX,Netos CDP,-
TX,Nevada,79028
TX,Newark,52292
TX,New Berlin,66250
TX,New Boston,29221
TX,New Braunfels,59721
TX,Newcastle,29545
TX,New Chapel Hill,49375
TX,New Deal town,42005
TX,New Fairview,53229
TX,New Falcon CDP,2500
TX,New Home,48750
TX,New Hope town,81016
TX,New London,36726
TX,New Summerfield,41442
TX,New Territory CDP,131698
TX,Newton,34286
TX,New Waverly,24375
TX,Neylandville town,(X)
TX,Niederwald,60417
TX,Nina CDP,-
TX,Nixon,35833
TX,Nocona,34028
TX,Nocona Hills CDP,47115
TX,Nolanville,42366
TX,Nome,63125
TX,Noonday,63750
TX,Nordheim,40417
TX,Normangee town,32000
TX,Normanna CDP,(X)
TX,North Alamo CDP,31810
TX,North Cleveland,30625
TX,North Escobares CDP,-
TX,Northlake town,58583
TX,North Pearsall CDP,40521
TX,North Richland Hills,63766
TX,Northridge CDP,-
TX,North San Pedro CDP,37730
TX,Novice,19821
TX,Oak Grove town,85078
TX,Oakhurst CDP,78565
TX,Oak Island CDP,18984
TX,Oak Leaf,95268
TX,Oak Point,88723
TX,Oak Ridge town (Cooke County),42188
TX,Oak Ridge town (Kaufman County),65781
TX,Oak Ridge North,88500
TX,Oak Trail Shores CDP,29267
TX,Oak Valley town,50625
TX,Oakwood town,46875
TX,O'Brien,(X)
TX,Odem,43103
TX,Odessa,59337
TX,O'Donnell,29185
TX,Oglesby,49531
TX,Oilton CDP,53523
TX,Old River-Winfree,60625
TX,Olivarez CDP,26107
TX,Olivia Lopez de Gutierrez CDP,-
TX,Olmito CDP,21027
TX,Olmito and Olmito CDP,(X)
TX,Olmos Park,118917
TX,Olney,36186
TX,Olton,31522
TX,Omaha,35238
TX,Onalaska,33250
TX,Opdyke West town,37250
TX,Orange,40126
TX,Orange Grove,57083
TX,Orason CDP,48529
TX,Orchard,36719
TX,Ore,38250
TX,Overton,43295
TX,Ovilla,90000
TX,Owl Ranch CDP,(X)
TX,Oyster Creek,39063
TX,Ozona CDP,51458
TX,Pablo Pena CDP,-
TX,Paducah town,31859
TX,Paint Rock town,44583
TX,Paisano Park CDP,-
TX,Palacios,37873
TX,Palestine,36348
TX,Palisades village,74063
TX,Palmer town,48661
TX,Palmhurst,78068
TX,Palm Valley,73571
TX,Palmview,34358
TX,Palmview South CDP,30893
TX,Palo Blanco CDP,28864
TX,Paloma Creek CDP,76447
TX,Paloma Creek South CDP,107873
TX,Palo Pinto CDP,34583
TX,Pampa,42205
TX,Panhandle town,73380
TX,Panorama Village,61250
TX,Pantego town,65463
TX,Paradise,48611
TX,Paris,32025
TX,Parker,136094
TX,Pasadena,48004
TX,Pattison,68750
TX,Patton Village,40625
TX,Pawnee CDP,61875
TX,Payne Springs town,41875
TX,Pearland,95972
TX,Pearsall,33311
TX,Pecan Acres CDP,108646
TX,Pecan Gap,40625
TX,Pecan Grove CDP,106466
TX,Pecan Hill,52625
TX,Pecan Plantation CDP,87930
TX,Pecos,46283
TX,Pelican Bay,32008
TX,Pena CDP,-
TX,Penelope town,44732
TX,Penitas,34057
TX,Perezville CDP,27054
TX,Perrin CDP,54265
TX,Perryton,50482
TX,Petersburg,40000
TX,Petrolia,38173
TX,Petronila,53438
TX,Pettus CDP,58750
TX,Pflugerville,76459
TX,Pharr,34708
TX,Pilot Point,47292
TX,Pine Forest,60893
TX,Pine Harbor CDP,19622
TX,Pinehurst CDP,46690
TX,Pinehurst,39313
TX,Pine Island town,59464
TX,Pineland,22794
TX,Pinewood Estates CDP,130500
TX,Piney Point Village,250000
TX,Pittsburg,31353
TX,Placedo CDP,30260
TX,Plains town,46106
TX,Plainview,43424
TX,Plano,83793
TX,Pleak village,41098
TX,Pleasant Hill CDP,53382
TX,Pleasanton,55494
TX,Pleasant Valley town,54659
TX,Plum Grove,50139
TX,Point,30417
TX,Point Blank,49375
TX,Point Comfort,63500
TX,Point Venture village,81094
TX,Ponder town,87258
TX,Port Aransas,48604
TX,Port Arthur,32863
TX,Porter Heights CDP,(X)
TX,Port Isabel,31765
TX,Portland,62561
TX,Port Lavaca,45560
TX,Port Mansfield CDP,12321
TX,Port Neches,60768
TX,Port O'Connor CDP,57991
TX,Post,48000
TX,Post Oak Bend town,80938
TX,Poteet,31100
TX,Poth town,60750
TX,Potosi CDP,76458
TX,Pottsboro town,53889
TX,Powderly CDP,52880
TX,Powell town,19500
TX,Poynor town,41364
TX,Prado Verde CDP,117917
TX,Prairie View,29861
TX,Premont,31100
TX,Presidio,25668
TX,Preston CDP,44694
TX,Primera town,50966
TX,Princeton,41667
TX,Progreso,29088
TX,Progreso Lakes,72188
TX,Prosper town,115203
TX,Providence Village town,85440
TX,Pueblo East CDP,-
TX,Pueblo Nuevo CDP,18107
TX,Putnam town,30625
TX,Pyote town,52500
TX,Quail CDP,(X)
TX,Quail Creek CDP,52232
TX,Quanah,31505
TX,Queen,35387
TX,Quemado CDP,10859
TX,Quesada CDP,-
TX,Quinlan,35707
TX,Quintana town,56250
TX,Quitaque,32262
TX,Quitman,41944
TX,Radar Base CDP,43028
TX,Rafael Pena CDP,-
TX,Ralls,37574
TX,Ramireno CDP,-
TX,Ramirez-Perez CDP,-
TX,Ramos CDP,(X)
TX,Ranchette Estates CDP,-
TX,Ranchitos del Norte CDP,-
TX,Ranchitos East CDP,15966
TX,Ranchitos Las Lomas CDP,(X)
TX,Rancho Alegre CDP,30469
TX,Rancho Banquete CDP,(X)
TX,Rancho Chico CDP,(X)
TX,Ranchos Penitas West CDP,30667
TX,Rancho Viejo town,64575
TX,Rancho Viejo CDP,-
TX,Randolph AFB CDP,88250
TX,Ranger,31250
TX,Rangerville village,(X)
TX,Rankin,56544
TX,Ransom Canyon town,96389
TX,Ratamosa CDP,-
TX,Ravenna,51563
TX,Raymondville,20938
TX,Realitos CDP,17279
TX,Redfield CDP,21250
TX,Redford CDP,-
TX,Redland CDP,40435
TX,Red Lick,58690
TX,Red Oak,67013
TX,Redwater,43125
TX,Redwood CDP,47778
TX,Refugio town,36318
TX,Regino Ramirez CDP,16645
TX,Reid Hope King CDP,20660
TX,Reklaw,32431
TX,Relampago CDP,-
TX,Rendon CDP,77196
TX,Reno (Lamar County),68523
TX,Reno (Parker and Tarrant Counties),56463
TX,Retreat town,56058
TX,Rhome,68125
TX,Ricardo CDP,(X)
TX,Rice,44688
TX,Richardson,72427
TX,Richland town,27321
TX,Richland Hills,50126
TX,Richland Springs town,37500
TX,Richmond,46559
TX,Richwood,66311
TX,Riesel,47500
TX,Rio Bravo,25574
TX,Rio Grande,29597
TX,Rio Hondo,37743
TX,Rio Vista,54375
TX,Rising Star town,31776
TX,Rivereno CDP,-
TX,River Oaks,43073
TX,Riverside,46625
TX,Riviera CDP,44031
TX,Roanoke,61358
TX,Roaring Springs town,30500
TX,Robert Lee,41250
TX,Robinson,72943
TX,Robstown,30900
TX,Roby,40511
TX,Rochester town,29792
TX,Rockdale,34567
TX,Rockport,47865
TX,Rocksprings town,34402
TX,Rockwall,88810
TX,Rocky Mound town,(X)
TX,Rogers town,41563
TX,Rollingwood,176250
TX,Roma,19299
TX,Roma Creek CDP,(X)
TX,Roman Forest town,93289
TX,Ropesville,40000
TX,Roscoe,41250
TX,Rosebud,32250
TX,Rose,45875
TX,Rose Hill Acres,67917
TX,Rosenberg,44916
TX,Rosharon CDP,51456
TX,Rosita CDP,30179
TX,Ross,49375
TX,Rosser village,41071
TX,Rotan,33945
TX,Round Mountain town,50795
TX,Round Rock,72412
TX,Round Top town,51250
TX,Rowlett,83416
TX,Roxton,22292
TX,Royse,75625
TX,Rule town,30652
TX,Runaway Bay,80275
TX,Runge town,36016
TX,Rusk,41864
TX,Sabinal,36458
TX,Sachse,89428
TX,Sadler,41000
TX,Saginaw,74903
TX,St. Hedwig town,72574
TX,St. Jo,41667
TX,St. Paul town,88750
TX,St. Paul CDP,(X)
TX,Salado village,80507
TX,Saline_o CDP,9444
TX,Saline_o North CDP,-
TX,Sammy Martinez CDP,40000
TX,Samnorwood CDP,-
TX,Sam Rayburn CDP,77083
TX,San Angelo,44802
TX,San Antonio,46744
TX,San Augustine,26144
TX,San Benito,26158
TX,San Carlos CDP,25471
TX,San Carlos I CDP,(X)
TX,San Carlos II CDP,(X)
TX,Sanctuary town,59792
TX,Sanderson CDP,31458
TX,Sandia CDP,(X)
TX,San Diego,24273
TX,Sandoval CDP,-
TX,Sand Springs CDP,50438
TX,Sandy Hollow-Escondidas CDP,54964
TX,Sandy Point,102321
TX,San Elizario,22565
TX,San Felipe town,30804
TX,San Fernando CDP,2500
TX,Sanford town,31250
TX,Sanger,54103
TX,San Isidro CDP,43125
TX,San Juan,33888
TX,San Juan CDP,18942
TX,San Leanna village,95139
TX,San Leon CDP,48298
TX,San Marcos,28923
TX,San Patricio,70500
TX,San Pedro CDP,46250
TX,San Perlita,34375
TX,San Saba,29878
TX,Sansom Park,38109
TX,Santa Anna town,27396
TX,Santa Anna CDP,-
TX,Santa Clara,81518
TX,Santa Cruz CDP,(X)
TX,Santa Fe,61674
TX,Santa Maria CDP,28182
TX,Santa Monica CDP,(X)
TX,Santa Rosa town,19946
TX,Santa Rosa CDP,23049
TX,Santel CDP,-
TX,San Ygnacio CDP,31522
TX,Sarita CDP,36375
TX,Savannah CDP,101379
TX,Savoy,37292
TX,Scenic Oaks CDP,145667
TX,Schertz,74509
TX,Schulenburg,34781
TX,Scissors CDP,22886
TX,Scotland,60208
TX,Scottsville,39167
TX,Scurry town,65625
TX,Seabrook,82047
TX,Seadrift,34336
TX,Seagoville,43641
TX,Seagraves,48750
TX,Sealy,42926
TX,Sebastian CDP,16830
TX,Seco Mines CDP,12887
TX,Seguin,38139
TX,Selma,74753
TX,Seminole,54063
TX,Serenada CDP,91042
TX,Seth Ward CDP,30165
TX,Seven Oaks,55625
TX,Seven Points,35764
TX,Seymour,32346
TX,Shadybrook CDP,41171
TX,Shady Hollow CDP,105244
TX,Shady Shores town,96761
TX,Shallowater,60938
TX,Shamrock,41610
TX,Shavano Park,175750
TX,Sheldon CDP,38138
TX,Shenandoah,67750
TX,Shepherd,32763
TX,Sherman,42923
TX,Sherwood Shores CDP,31364
TX,Shiner,46739
TX,Shoreacres,107639
TX,Sienna Plantation CDP,132794
TX,Sierra Blanca CDP,45278
TX,Siesta Acres CDP,30471
TX,Siesta Shores CDP,22428
TX,Silsbee,33550
TX,Silverton,36458
TX,Simonton,65833
TX,Sinton,45313
TX,Skellytown town,54688
TX,Skidmore CDP,35060
TX,Slaton,39167
TX,Smiley,36875
TX,Smithville,39330
TX,Smyer town,47500
TX,Snook,50208
TX,Snyder,51352
TX,Socorro,30789
TX,Solis CDP,48429
TX,Somerset,45568
TX,Somerville,40375
TX,Sonora,52688
TX,Sour Lake,50030
TX,South Alamo CDP,19375
TX,South Fork Estates CDP,36583
TX,South Houston,41309
TX,Southlake,183125
TX,South La Paloma CDP,28523
TX,Southmayd,48417
TX,South Mountain town,58333
TX,South Padre Island town,39301
TX,South Point CDP,44286
TX,Southside Place,152292
TX,South Toledo Bend CDP,52500
TX,Spade CDP,42708
TX,Sparks CDP,20323
TX,Spearman,43466
TX,Splendora,37431
TX,Spofford,33750
TX,Spring CDP,66484
TX,Spring Gardens CDP,39485
TX,Springlake town,35000
TX,Springtown,47826
TX,Spring Valley Village,175375
TX,Spur,29875
TX,Stafford,60423
TX,Stagecoach town,83750
TX,Stamford,37685
TX,Stanton,52396
TX,Staples,42857
TX,Star Harbor,70179
TX,Stephenville,37825
TX,Sterling,53015
TX,Stinnett,46490
TX,Stockdale,41667
TX,Stonewall CDP,(X)
TX,Stowell CDP,51287
TX,Stratford,48889
TX,Strawn,29353
TX,Streetman town,56250
TX,Study Butte CDP,31319
TX,Sudan,40972
TX,Sugar Land,104939
TX,Sullivan,26688
TX,Sulphur Springs,38000
TX,Sundown,52841
TX,Sunnyvale town,124911
TX,Sunray,49716
TX,Sunrise Beach Village,60852
TX,Sunset CDP (Montague County),49360
TX,Sunset CDP (Starr County),-
TX,Sunset Acres CDP,-
TX,Sunset Valley,131058
TX,Sun Valley,(X)
TX,Surfside Beach,57059
TX,Sweeny,46989
TX,Sweetwater,32259
TX,Taft,39333
TX,Taft Southwest CDP,33352
TX,Tahoka,39313
TX,Talco,22321
TX,Talty town,104014
TX,Tanquecitos South Acres CDP,(X)
TX,Tanquecitos South Acres II CDP,-
TX,Tatum,33250
TX,Taylor,42793
TX,Taylor Lake Village,131250
TX,Taylor Landing,65625
TX,Teague,45484
TX,Tehuacana town,47083
TX,Temple,47475
TX,Tenaha town,23833
TX,Terlingua CDP,103063
TX,Terrell,38055
TX,Terrell Hills,148080
TX,Texarkana,39113
TX,Texas,43702
TX,Texhoma,54750
TX,Texline town,55375
TX,The Colony,71488
TX,The Hills village,125357
TX,The Woodlands CDP,109917
TX,Thompsons town,(X)
TX,Thompsonville CDP,-
TX,Thorndale,46875
TX,Thornton town,37321
TX,Thorntonville town,56250
TX,Thrall,37917
TX,Three Rivers,42390
TX,Throckmorton town,33077
TX,Thunderbird Bay CDP,34185
TX,Tierra Bonita CDP,16202
TX,Tierra Dorada CDP,-
TX,Tierra Grande CDP,212542
TX,Tierra Verde CDP,71118
TX,Tiki Island village,127167
TX,Tilden CDP,55250
TX,Timbercreek Canyon village,88542
TX,Timberwood Park CDP,111721
TX,Timpson,22396
TX,Tioga town,59286
TX,Tira town,51667
TX,Tivoli CDP,34500
TX,Toco,(X)
TX,Todd Mission,34167
TX,Tolar,62500
TX,Tomball,44086
TX,Tom Bean,44286
TX,Tool,40200
TX,Tornillo CDP,27404
TX,Toyah town,(X)
TX,Tradewinds CDP,(X)
TX,Travis Ranch CDP,94593
TX,Trent town,39861
TX,Trenton,33611
TX,Trinidad,35729
TX,Trinity,22331
TX,Trophy Club town,128750
TX,Troup,29474
TX,Troy,49779
TX,Tuleta CDP,30625
TX,Tulia,31530
TX,Tulsita CDP,-
TX,Turkey,26250
TX,Tuscola,51667
TX,Tye,32344
TX,Tyler,42840
TX,Tynan CDP,33750
TX,Uhland,40662
TX,Uncertain,(X)
TX,Union Grove,40000
TX,Union Valley,78750
TX,Universal,57682
TX,University Park,177098
TX,Utopia CDP,45096
TX,Uvalde,38121
TX,Uvalde Estates CDP,31382
TX,Valentine town,(X)
TX,Valle Hermoso CDP,-
TX,Valle Verde CDP,-
TX,Valle Vista CDP,(X)
TX,Valley Mills,51179
TX,Valley View,68289
TX,Val Verde Park CDP,44335
TX,Van,45185
TX,Van Alstyne,51688
TX,Vanderbilt CDP,57917
TX,Van Horn town,35474
TX,Van Vleck CDP,49344
TX,Vega,43958
TX,Venus town,46886
TX,Vernon,39353
TX,Victoria,48658
TX,Victoria Vera CDP,-
TX,Vidor,40134
TX,Villa del Sol CDP,-
TX,Villa Pancho CDP,22917
TX,Villarreal CDP,(X)
TX,Villa Verde CDP,17601
TX,Vinton village,33309
TX,Volente village,111250
TX,Von Ormy,40083
TX,Waco,33147
TX,Waelder,33947
TX,Wake Village,43945
TX,Waller,42120
TX,Wallis,43922
TX,Walnut Springs,29375
TX,Warren CDP,65597
TX,Warren,63750
TX,Waskom,34722
TX,Watauga,64401
TX,Waxahachie,54081
TX,Weatherford,57257
TX,Webberville village,53750
TX,Webster,44758
TX,Weimar,42969
TX,Weinert,44750
TX,Weir,65000
TX,Welch CDP,61250
TX,Wellington,38380
TX,Wellman,43036
TX,Wells town,26116
TX,Wells Branch CDP,49721
TX,Weslaco,36108
TX,West,37083
TX,West Alto Bonito CDP,(X)
TX,Westbrook,60750
TX,West Columbia,41905
TX,Westdale CDP,59205
TX,Western Lake CDP,63894
TX,Westlake town,193125
TX,West Lake Hills,141453
TX,West Livingston CDP,39700
TX,Westminster CDP,(X)
TX,West Odessa CDP,51275
TX,Weston,69375
TX,Weston Lakes,148516
TX,West Orange,40801
TX,Westover Hills town,211250
TX,West Sharyland CDP,23665
TX,West Tawakoni,33657
TX,West University Place,200625
TX,Westway CDP,25930
TX,Westwood Shores CDP,40156
TX,Westworth Village,53250
TX,Wharton,29797
TX,Wheeler,55375
TX,White Deer town,66250
TX,Whiteface town,42500
TX,Whitehouse,69957
TX,White Oak,56237
TX,Whitesboro,37582
TX,White Settlement,39333
TX,Whitewright town,35938
TX,Whitney town,38625
TX,Wichita Falls,44543
TX,Wickett town,52083
TX,Wild Peach Village CDP,50981
TX,Wildwood CDP,59583
TX,Willis,36640
TX,Willow Park,86912
TX,Wills Point,36797
TX,Wilmer,33472
TX,Wilson,36354
TX,Wimberley,59167
TX,Windcrest,75310
TX,Windom town,(X)
TX,Windthorst town,52857
TX,Winfield,34125
TX,Wink,68882
TX,Winnie CDP,43601
TX,Winnsboro,28511
TX,Winona town,39653
TX,Winters,36076
TX,Wixon Valley,84167
TX,Wolfe,28571
TX,Wolfforth,75602
TX,Woodbranch,69545
TX,Woodcreek,58438
TX,Woodloch town,76875
TX,Woodsboro town,47946
TX,Woodson town,38472
TX,Woodville town,39227
TX,Woodway,76906
TX,Wortham town,34698
TX,Wyldwood CDP,63825
TX,Wylie,81799
TX,Yantis town,38854
TX,Yoakum,37649
TX,Yorktown,36803
TX,Yznaga CDP,-
TX,Zapata CDP,37088
TX,Zapata Ranch CDP,49732
TX,Zarate CDP,-
TX,Zavalla,28500
TX,Zuehl CDP,34152
UT,Alpine,92305
UT,Alta town,64205
UT,Altamont town,71500
UT,Alton town,58000
UT,Amalga town,58295
UT,American Fork,65101
UT,Aneth CDP,32625
UT,Annabella town,57969
UT,Antimony town,40625
UT,Apple Valley town,55227
UT,Aurora,59625
UT,Avon CDP,67917
UT,Ballard town,70769
UT,Bear River,60179
UT,Beaver,48309
UT,Benjamin CDP,64896
UT,Benson CDP,61000
UT,Beryl Junction CDP,-
UT,Bicknell town,48750
UT,Big Water town,51250
UT,Blanding,52054
UT,Bluebell CDP,91667
UT,Bluff CDP,(X)
UT,Bluffdale,89454
UT,Bonanza CDP,-
UT,Boulder town,40625
UT,Bountiful,64123
UT,Brian Head town,(X)
UT,Brigham,50212
UT,Bryce Canyon town,19583
UT,Cache CDP,-
UT,Cannonville town,56667
UT,Carbonville CDP,37500
UT,Castle Dale,53438
UT,Castle Valley town,29038
UT,Cedar,41632
UT,Cedar Fort town,68750
UT,Cedar Hills,92760
UT,Centerfield town,46429
UT,Centerville,78438
UT,Central CDP,38077
UT,Central Valley town,50938
UT,Charleston town,73750
UT,Circleville town,42500
UT,Clarkston town,62625
UT,Clawson town,52500
UT,Clear Creek CDP,-
UT,Clearfield,48866
UT,Cleveland town,66667
UT,Clinton,72900
UT,Coalville,59309
UT,Copperton CDP,60379
UT,Corinne,50859
UT,Cornish town,31591
UT,Cottonwood Heights,79823
UT,Cove CDP,39875
UT,Dammeron Valley CDP,(X)
UT,Daniel town,71250
UT,Delta,55598
UT,Deseret CDP,47738
UT,Deweyville town,58750
UT,Draper,95804
UT,Duchesne,50096
UT,Dugway CDP,85489
UT,Dutch John CDP,56250
UT,Eagle Mountain,69018
UT,East Carbon-Sunnyside,31488
UT,Echo CDP,42344
UT,Eden CDP,68854
UT,Elberta CDP,(X)
UT,Elk Ridge,84712
UT,Elmo town,39712
UT,Elsinore town,36583
UT,Elwood town,71167
UT,Emery town,40536
UT,Emigration Canyon CDP,170313
UT,Enoch,52088
UT,Enterprise CDP,87292
UT,Enterprise,57583
UT,Ephraim,39392
UT,Erda CDP,72344
UT,Escalante,35227
UT,Eureka,45417
UT,Fairfield town,81094
UT,Fairview,59821
UT,Farmington,92363
UT,Farr West,83462
UT,Fayette town,73000
UT,Ferron,50313
UT,Fielding town,50909
UT,Fillmore,41563
UT,Flaming Gorge CDP,66250
UT,Fort Duchesne CDP,44167
UT,Fountain Green,47969
UT,Francis town,74306
UT,Fremont CDP,(X)
UT,Fruit Heights,103849
UT,Garden CDP,(X)
UT,Garden town,37708
UT,Garland,51667
UT,Genola town,55250
UT,Glendale town,33500
UT,Glenwood town,68869
UT,Goshen town,56125
UT,Granite CDP,104583
UT,Grantsville,58802
UT,Green River,41786
UT,Gunnison,54821
UT,Halchita CDP,24375
UT,Halls Crossing CDP,-
UT,Hanksville town,35625
UT,Harrisville,59307
UT,Hatch town,47500
UT,Heber,60171
UT,Helper,48256
UT,Henefer town,53516
UT,Henrieville town,46250
UT,Herriman,76908
UT,Hideout town,46146
UT,Highland,116971
UT,Hildale,45375
UT,Hinckley town,52188
UT,Holden town,45714
UT,Holladay,75690
UT,Honeyville,56000
UT,Hooper,87965
UT,Howell town,46250
UT,Hoytsville CDP,55208
UT,Huntington,49620
UT,Huntsville town,65625
UT,Hurricane,44715
UT,Hyde Park,73605
UT,Hyrum,54417
UT,Independence town,(X)
UT,Ivins,52920
UT,Jensen CDP,67308
UT,Joseph town,42083
UT,Junction town,36875
UT,Kamas,57548
UT,Kanab,54185
UT,Kanarraville town,56563
UT,Kanosh town,46250
UT,Kaysville,85139
UT,Kearns CDP,56979
UT,Kenilworth CDP,(X)
UT,Kingston town,41750
UT,Koosharem town,46250
UT,Lake Shore CDP,69231
UT,Laketown town,66667
UT,La Sal CDP,(X)
UT,La Verkin,41442
UT,Layton,69408
UT,Leamington town,75625
UT,Leeds town,55083
UT,Lehi,77662
UT,Levan town,48676
UT,Lewiston,47900
UT,Liberty CDP,76016
UT,Lindon,86495
UT,Loa town,38750
UT,Logan,36032
UT,Lyman town,42083
UT,Lynndyl town,68750
UT,Maeser CDP,66372
UT,Magna CDP,55786
UT,Manila town,40000
UT,Manti,45556
UT,Mantua town,71563
UT,Mapleton,93571
UT,Marion CDP,71250
UT,Marriott-Slaterville,73750
UT,Marysvale town,28162
UT,Mayfield town,60139
UT,Meadow town,56786
UT,Mendon,80870
UT,Mexican Hat CDP,-
UT,Midvale,50614
UT,Midway,77273
UT,Milford,51786
UT,Millcreek CDP,57672
UT,Millville,78500
UT,Minersville town,56000
UT,Moab,40497
UT,Mona,69010
UT,Monroe,48517
UT,Montezuma Creek CDP,16705
UT,Monticello,49803
UT,Morgan,70603
UT,Moroni,45893
UT,Mountain Green CDP,102107
UT,Mount Pleasant,51071
UT,Murray,54685
UT,Myton,43611
UT,Naples,76000
UT,Navajo Mountain CDP,24107
UT,Neola CDP,70000
UT,Nephi,53102
UT,Newcastle CDP,65324
UT,New Harmony town,61875
UT,Newton town,58250
UT,Nibley,73958
UT,North Logan,64571
UT,North Ogden,75375
UT,North Salt Lake,71421
UT,Oak town,64792
UT,Oakley,73793
UT,Oasis CDP,-
UT,Ogden,41036
UT,Oljato-Monument Valley CDP,32250
UT,Ophir town,(X)
UT,Orangeville,50833
UT,Orderville town,53352
UT,Orem,55166
UT,Palmyra CDP,71667
UT,Panguitch,40833
UT,Paradise town,64931
UT,Paragonah town,50156
UT,Park,105102
UT,Parowan,36209
UT,Payson,60048
UT,Peoa CDP,58646
UT,Perry,79650
UT,Peter CDP,66715
UT,Pine Valley CDP,(X)
UT,Plain,81027
UT,Pleasant Grove,62343
UT,Pleasant View,83417
UT,Plymouth town,54531
UT,Portage town,47500
UT,Price,44070
UT,Providence,62335
UT,Provo,41291
UT,Randlett CDP,(X)
UT,Randolph town,54375
UT,Redmond town,51058
UT,Richfield,40500
UT,Richmond,57500
UT,Riverdale,56076
UT,River Heights,68516
UT,Riverside CDP,62772
UT,Riverton,85207
UT,Rockville town,50000
UT,Rocky Ridge town,53036
UT,Roosevelt,62351
UT,Roy,62598
UT,Rush Valley town,63750
UT,St. George,49614
UT,Salem,76909
UT,Salina,46328
UT,Salt Lake,47243
UT,Samak CDP,58942
UT,Sandy,79491
UT,Santa Clara,67776
UT,Santaquin,63938
UT,Saratoga Springs,80389
UT,Scipio town,60000
UT,Scofield town,86250
UT,Sigurd town,51250
UT,Silver Summit CDP,133068
UT,Smithfield,57593
UT,Snowville town,51875
UT,Snyderville CDP,100477
UT,South Jordan,94183
UT,South Ogden,55605
UT,South Salt Lake,37083
UT,South Weber,86250
UT,South Willard CDP,84050
UT,Spanish Fork,65294
UT,Spanish Valley CDP,(X)
UT,Spring,52685
UT,Springdale town,50078
UT,Spring Glen CDP,44526
UT,Spring Lake CDP,40208
UT,Springville,58880
UT,Stansbury Park CDP,82097
UT,Sterling town,52500
UT,Stockton town,63750
UT,Summit CDP,(X)
UT,Summit Park CDP,117286
UT,Sunset,47321
UT,Sutherland CDP,63606
UT,Syracuse,86869
UT,Tabiona town,39167
UT,Taylorsville,58524
UT,Teasdale CDP,26989
UT,Thatcher CDP,66964
UT,Thompson Springs CDP,-
UT,Timber Lakes CDP,32171
UT,Tooele,57390
UT,Toquerville,65909
UT,Torrey town,42500
UT,Tremonton,45116
UT,Trenton town,51094
UT,Tropic town,47031
UT,Tselakai Dezza CDP,61667
UT,Uintah town,70682
UT,Vernal,56563
UT,Vernon town,45500
UT,Veyo CDP,53450
UT,Vineyard town,100000
UT,Virgin town,47500
UT,Wales town,46250
UT,Wallsburg town,84583
UT,Wanship CDP,(X)
UT,Washington,52885
UT,Washington Terrace,44188
UT,Wellington,42589
UT,Wellsville,66767
UT,Wendover,28106
UT,West Bountiful,82373
UT,West Haven,72000
UT,West Jordan,68442
UT,West Mountain CDP,89750
UT,West Point,75742
UT,West Valley,52534
UT,West Wood CDP,88438
UT,White CDP,59495
UT,White Mesa CDP,(X)
UT,Whiterocks CDP,26250
UT,Willard,67857
UT,Wolf Creek CDP,76287
UT,Woodland CDP,73250
UT,Woodland Hills,96250
UT,Woodruff town,68214
UT,Woods Cross,69814
VT,Albany village,51563
